freepos,freepos is a multiuser point of sale ( point-of-sale or pos ) app written in visual basic and php for web-based linux use. currently available modules are inventory  backoffice  cash reconciliation  purchases. english and spanish tpv ( punto de venta ),front-ends
davedap,davedap is now phpldapadmin. go to http://phpldapadmin.sourceforge.net/ for details.,front-ends
jsqltool,jsqltool is a swing based application used to view/edit database tables content and to execute sql scripts  by connecting to a database using jdbc/odbc. it'a a multilanguage application  tested on oracle  sqlserver  mysql  db2 and many other databases.,front-ends
talend open studio for data quality,talend automates data quality in every integration with end-to-end data profiling and monitoring. talend open studio for data quality allows you to deliver more accurate  complete data in every style of integration. give business users more confidence in the data they use to drive decisions.,front-ends
dbtool,dbtool has been designed to provide a uniform interface over heterogeneous data sources to enable simple data manipulation. the motivation for the tool was to simplify ad-hoc data population and extraction operation in a software development context.,front-ends
c++ redis client,a c++ client for redis key-value database - http://code.google.com/p/redis/,front-ends
freereportbuilder,freereportbuilder is a free java report tool  it allow you to create quickly a simple report.,front-ends
mdb forge,microsoft access mdb and accdb database files viewer and editor.,front-ends
woda, the web oriented database,mature sgbd in perl with a web interface,front-ends
db2db database client,db2db is a database client for transferring database objects (tables  their data  primary keys  foreign keys  indexes) among heterogeneous rdbms. db2db is written in java and uses jdbc.,front-ends
phpmsadmin,phpmsadmin is a tool written in php that allows you to administer a microsoft sql server through a web browser  without the need for windows or the proprietary enterprise manager. it allows you to create/modify: databases  tables  views  triggers  etc.,front-ends
sqladmin tool with xml support,sqladmin is a lightweight java/swing tool for sending queries and perform direct data edit on tables. uses any jdbc compliant driver to connect to a database server. you can export/import table data into xml files and save and load your queries as text f,front-ends
tin can jukebox,stream your music over the net,front-ends
andromeda database development system,this project has moved to google code.  http://code.google.com/p/andro,front-ends
mysql-sync,mysql-sync is a software which is build for synchronisize mysql-dbases on different hosts. it is nearby portable to all mysql-versions. it runs on linux and win32 systems.,front-ends
sdo2shp,this program is for downloading and uploading spatial and/or alphanumeric data between an oracle database and esri shape files.,front-ends
dbeauty,relational data browsing,front-ends
ms access database diff tool,if you a developer you can compare two mdb ( access 2000 ) databases. and the old database will be upgraded with the new one. copy the comparedata.mdb and 'newdatabase.mdb' to your 'olddatabase.mdb' directory. and run this application.,front-ends
retailer.org,retailer.org is a pos(point of sale) program aimed specially to minimarket alike retailers  allowing them to have a real time control of their inventory  sales and other basic data. an alpha release is already available. very easy to use for the retailer,front-ends
web survey toolbox,doing online research has never been easier. you can write surveys online  run a clustering survey  and infinitely customize by adding jsp code. it can generate agile reports from jira and bugzilla hours  and online diagrams.,front-ends
clinical handover database,database for hospital doctors and nurses to keep track of their patients.  the database will be of use in the advent of hospital at night  weekend handovers and produces 'sign-out sheets' for all of your patients.,front-ends
pklite sql client,lightweight sql querying tool written in java.  connects to any jdbc compliant database and will run on any os with a java vm.  features: keyword highlighting  result formatting  statement history  multi-window  multiple database connects at one time.,front-ends
annuaire,annuaire is a list manager freeware (gpl) for windows.,front-ends
netjuke,the netjuke is a web-based audio streaming jukebox powered by php 4  a database and all the mp3  ogg vorbis and other format files that constitute your digital music collection. supports images  language packs  multi-level security  random playlists  etc,front-ends
php prayer board and prayer board,records  organizes  and displays requests for prayer. users access the program via their web browser. requires php 4+ and mysql.,front-ends
rapid application development library,radlib is a rapid application development library for unix multi-process applications. it uses sys v ipc facilities and fifos to provide an rtos-like  event-driven  distributed framework. processes may be run as daemons or have a controlling terminal.,front-ends
dbtarzan,database viewer,front-ends
bibedt,bibedt is a graphical program to manage bibtex files and a z39.50 client for the win32 platform.,front-ends
forensic and log analysis gui,flag was designed to simplify the process of log file analysis and forensic investigations. flag facilitates efficient analysis of large quantities of data within an interactive environment. pyflag is the reimplementation of flag in python.,front-ends
java phpmyadmin for all db,phpmyadmin is a famous mysql database administration tool. we want to build a db client using jsp  and provide similar function to other databases  not only mysql  for example: sql server oracle db2 firebird sybase and postgres.,front-ends
paroiciel,le logiciel d'organisation paroissiale "paroiciel" à partir de la version 11  sous licence open source et basé sur php / mysql.  site officiel : http://www.paroiciel.com,front-ends
amineplatform,amine is a multi-layer platform dedicated to intelligent system,front-ends
freerealty,freerealty is an easy to use set of scripts for hosting a real estate web site that uses php and mysql.,front-ends
referee manager,management of table tennis referee assigments.,front-ends
asp.net enterprise manager,asp.net enterprise manager is a web based version of the application that is provided with sql server.  inspired by the functionality of php myadmin  this project attempts to give sql server and msde database users a web based administration and developm,front-ends
andriy koesdiyanto opensource software,di project ini saya mencoba membagi hasil eksperimen saya dengan sedikit ilmu yang saya miliki tentang bahasa pemrograman. project yang saya buat rata-rata sangat simpel dan menggunakan beberapa bahasa pemrograman  diantaranya : vb  java & php.,front-ends
dmf: distributed multiplatform framework,development framework including code generator and uml ex/import,front-ends
database fishing tool,daft is a frontend to any database that can be connected via odbc. it provides list views of tables and columns  table view of data  sql editor  csv html sylk xls data format export  and functions for copying data between two odbc databases.,front-ends
kinterbasdb,kinterbasdb is a python db api 2.0 module for the relational databases firebird and interbase.  kinterbasdb also exposes most of the native client api of the database engine  including two-phase commit  server-side events  and an administrative api.,front-ends
kpogre - postgresql administration tool,kpogre is postgresql administration tool for kde. it uses libpgxx library - http://pqxx.org,front-ends
mizarmml-db,this project will develop some software to easily use mizarmml-db  which is a free simple database for mizar articles registered in the mizar mathematical library (mml) (refer to: http://mizar.org/).,front-ends
mysql query analyzer,mysql query analyzer is a simple mysql client written in java. it contains gui elements for entering a query  viewing any sql errors  viewing query times  and a table displaying the query results. it also supports saving queries and results to disk.,front-ends
php to excel,this project allows php programmers to export data into excel workbook. you can create multiple sheets  use fonts  colors and borders. exported data is in xml format  recognized by microsoft office excel,front-ends
qdac3.0,qdac 3.0 is a vcl & fmx data access component,front-ends
turbobird,a firebird administration tool,front-ends
vss web xtra,the vsswebxtra project is a web interface for version control database named "microsoft visual sourcesafe" or vss. a dotnetnuke (dnn) module is available and provides access to your vss in your portal.,front-ends
ioda fulltext engine,ioda is a fulltext indexing software  storing words and meta data. handles logical operators   parenthesis and word distance values in queries. to use as supplement of an existing database or standalone. runs as single prog.  tcp server  cgi or library .,front-ends
sqlcommand,ejecutar comandos sql  y exportar el contenido de bases de datos a formato html para poder navergar por ellas. enfocado para uso academico  para aprender a usar y practicar con sql y poder navegar por la bases de datos para ver los resultados.,front-ends
dict os x,dictionary client for mac os x (look at www.dict.org). it can read dictd dictionaries files right from disk - so you don't have to be on-line to search terms.,front-ends
php text db api,development for the text db api (http://www.c-worker.ch/txtdbapi/),front-ends
qsqlmonitor,qt4 gui tool for sql server administration. currently supported servers are postgresql  mysql  sqlite and firebird.,front-ends
sourcegrid,sourcegrid is a .net windows forms grid control written entirely in c# with managed code. sourcegrid can be used to visualize or to change data in a table format.,front-ends
anymeal,linux recipe database software developed using mysql and xml to maintain a cookbook. it can handle more than 100 000 recipes for cooking and allows to search  display and edit recipes. it is designed to be lean and flexible. make the most of your food!,front-ends
datacentermanager,unix performance monitoring / trend analysis java software,front-ends
examen,programa para elaborar examenes de multiples preguntas con sus repuestas  mediante openoffice. sofware to write exam or test with multiple type of questions or ask  using openoffice,front-ends
jsqsh,jsqsh is a java implementation of sqsh  a console based database query tool featuring much of the functionality provided by a good shell  such as variables  redirection  pipes  history  command line editing  and dynamic configuration  jsqsh has been moved to: https://github.com/scgray/jsqsh,front-ends
devaki-nextobjects,nextobjects is an integrated development tool for entreprise applications. it use turbine torque for code generation. it is based on the merise method.,front-ends
awake sql,remote jdbc access through http,front-ends
bib-it,bib-it is a bibtex frontend and a bibliographic style generator.,front-ends
cdm (cd manager),cdm (cd manager) is a database (based on oracle-database!!) for audio-cds. information can be imported or exported in several formats including cdplayer.ini  cddb.dat or freedb. it also includes a small cd player.,front-ends
dadabik - old - see dadabik.org for new,dadabik is a php application that allow you to easily (you need just to specify some configuration parameters) create an higly customizable a highly customizable front-end for a database in order to search  insert  update and delete records.,front-ends
defect tracking system (php, mysql),a 'defect' tracking system. this aims at providing a user friendly interface for users to track the 'defects' encountered while developing a software. created using php  jgraph  javascript and mysql rdbms on linux platform with apache.,front-ends
easy mac apache php mysql,emamp allows you to install apache php mysql on your mac without altering system files. it's modular design allows you to run different versions of php/mysql/apache without them interfering with each other. for support visit www.emamp.info,front-ends
easyscan,front-end web for sane project  with external software can convert image into pdf  txt and jpg,front-ends
enotifwiki,enotifwiki adds e-mail notification to mediawiki engine of wikipedia: when pages are changed or created  an e-mail ("enotif") is automatically sent to watching users. quick links to difference views  to last seen version. includes fckeditor (wysiwyg).,front-ends
pm report for postgresql,pm report for postgresql is a simple report generator that can be used with any pgsql database. it is written in php and released under gpl. this is a fork off of pm report originally made to work with mysql (http://freshmeat.net/projects/pmreport/).,front-ends
query light,query light : a lightweight oracle java swing client based on jdbc,front-ends
sourcetap crm,advanced  enterprise-class j2ee customer relationship management (crm) suite including sales force automation (sfa)  marketing  campaign management  and customer service.  features similar to salesforce.com  netsuite  or siebel ondemand.,front-ends
jdbc-bench,open-source java utility to generate your own standard set of benchmarks profiling database/jdbc-driver performance.,front-ends
nndb's not a database,nndb is a c++ library that provides in-memory data storage and retrieval using syntax that is intended to feel natural for c++/stl  but which also might feel slightly like sql. columns types are fixed at compile-time and checked by the compiler.,front-ends
oracle table browser,an oracle table browser (otb)  a web-based tool for developers and administrators of oracle severs.  handles table browsing/editing  properties  query editing and optimization  etc. similar in function to t.o.a.d. but works on unix in a web interface.,front-ends
dkvbrowser,an application that can be used instead of the pda or tablet that is normally supplied with a yamaha disklavier mark 4 that is running version 2.1 and above of the disklavier software. e3 and dkc-850 pianos are now supported as well.,front-ends
phpmyprepaid,an interface for the creation and managment of prepaid cards and accounts designed to work with a mysql database and freeradius.,front-ends
asterisk queue activity,this simple php page show a list of queues and his members and agentes activity by quering astrerisk through the manager interface  reloading itself every n seconds. suggestions are welcome.,front-ends
atomic os,atomic os is a responsive web 2.0 operating environment & development platform. based on ajax techniques  it emulates/provides standard operating system features including a command-line shell  interpreter  filesystem  database access and gui services.,front-ends
beldin's umbrella of tools (buot),this is a testbed for projects of personal interests  especially academic projects.,front-ends
coopworks farmers association management,coopworks is a financial and member management information system (mis) for farmers associations  agriculture cooperatives and sacco's in africa. the first truly international open source software development project ever launched from kenya.,front-ends
intern tracker,intern tracker is a web based  database application to manage the workflow of internship  coop student  and practicum employment. it provides an environment to manage activities and documents associated with intern student programs in higher education.,front-ends
mysql db manager,manage your database quick and easy with just one php file.,front-ends
phoenixrpos game expansion project,note: the phoenixrpos project is on hold untill further notice. the phoenixrpos project is an open-source scripting project which is a plugin for the game "neocron".,front-ends
son of service,son of service (sos) is a multiuser volunteer management database for non-profits. useful for keeping track of work history  comments  reminders  skills  availability  and relationships  sos requires php  a rdbms  and a html 4.0 browser.,front-ends
visual sql builder,visual sql builder is a graphical postgresql client written in java that will allow users to visually build a complete sql statement  without typing any clause. building complex sql queries in an easy way  reducing debugging  syntax and logic errors.,front-ends
visualdb,this is a tool for visualization of the database as tables with relations between them. at this point the development focuses on postgresql  but in the future we are planning on supporting other dbms  such as mysql  oracle  sqlite  etc.,front-ends
volunteer-db,volunteer-db is used to track volunteer hours for an organization.  features include the ability to approve hours before being recorded  and a variety of different reports are included.  a monthly report is also included  which breaks down hour types.,front-ends
qmongofront,qmongofront is  a gui tools for mongodb. it is developed using qt,front-ends
xbook,xbook is a framework for archaeological databases,front-ends
dbcomparer,dbcomparer is a tool for showing data and structural differences between databases. it relies on 1) the databases own internal capabilities to fetch metadata about it's objects and 2) on a file differ like winmerge that is capable to compare folders.,front-ends
knoda4 - a database frontend for kde,knoda4 is a database frontend for kde,front-ends
bncc information system,bina nusantara computer club information system.,front-ends
biographnet,biographnet is a 'sandbox' within biomoby  comprising a common standard and collection of services for sharing distributed protein-interaction network information.  we now serve several network data types  and encourage others to participate.,front-ends
dbadmin,dbadmin provides a unified gui for database management for all databases. more than a database administration tool  its an inter-database porter  multi-database administration console  written in c#,front-ends
delphi direct oracle access components,delphi components for direct (without bde) access to oracle 7.3/8/8i server from delphi 4 5 6 7. full implementation of oracle blob and clob fields. possibility to execute stored procedures and parts of pl/sql code. fast and powerful tables in memory.,front-ends
gestdb,allowing the access to different database engines at the same time. formatting code  see structure of the ddbb  export/import data between different managers ddbb (mysql-oracle-mssql...)  graphs  create source code in several languages(asp  php ...).,front-ends
jmyadmin,jmyadmin is a tool written in java intended to handle the administration of mysql over the web. it can create and drop databases  create/drop tables  delete/add fields etc...,front-ends
java addressbook,contacts  bookmarks  and passwords management. web (ajax) and swing ui. it's capable to import and export contacts in popular formats  like outlook  google  and ipod.(csv  vcard) multi user support. hierarchical view of stored information.,front-ends
law office essentials (formerly lf2),law office essentials (loe) is a law firm case management system  which sets no requirements for operating system or database server. loe allows end user sysadmins to configure it for microsoft sql server  mysql server or postgres sql server "out of the,front-ends
mysqlodata,mysql odata is a php-based mysql odata ***server*** library which exposes all data within a mysql database to the world in odata atom or json format.,front-ends
sqliteviewer,very easy to use databrowser and query console for sqlite3 based on qt,front-ends
xdatagrid component,xdatagrid is a simple .net datagrid like component written in java that binds with a very flexible xdataset(.net dataset like) with xml generation capability. xdataset in version-1.0 also can be built using xml that supports definition of multiple tables,front-ends
otetsudaiqt,bonsai collection software for *nix systems and windows  based on qt and mysql or sqlite. manage your trees  pots and pictures and export your data to html.,front-ends
world coins collection,world coin collecting facility to manage a collection of world [modern] coins. web interface  php+mysql driven.,front-ends
brix - mod_perl session/template engine,project has been obsoleted by brix2  for which no public release is available. (due to the lack of interest in brix1 the work necessary to release publicly is simply not justified).  this means this project is dead.,front-ends
cdcollect,cdcollect is a cd/dvd catalog application for gnome. it's goal is to be able to catalog your entire cd/dvd collection allowing for searches of your cd/dvd files with a clean and simple interface.,front-ends
dvd database,a simple dvd database to keep track of your personal dvd library. moves are automatically linked to imdb. you can assign the genre and include dvd covers as well. you can also use this database to keep track of individuals that borrow your movies.,front-ends
datastream pro,datastream pro is a user friendly  100% pure java  desktop application designed to interface to multiple rdbms systems simultaneously.  easily browse and maintain data in your database  write queries and perform database entity maintenance.,front-ends
firebirdconfig,firebirdconfig provides you with a friendly user interface in order to configurate the firebird database operation modifying the firebird.conf file with the most intuitive and functional graphic.,front-ends
free rdbms toolbox,rdbms toolbox is a set of free rdbms and tools under gpl licenses. it provides rdbms packages like mysql  sapdb  interbase  firebird. but also all available free clients  front-ends and connections tools like odbc and api. plateform: windows & linux.,front-ends
gts: game tracking system,gts is a game-oriented but general purpose tracking system for use with anything which has a score  rank  time or winner. players  teams  locations  events  dates  scores and rankings can all be tracked in each game.,front-ends
gtksql,gtksql is a graphical front-end for postgresql  mysql and sqlite. it provides an easy interface to write and run sql queries. currently working on: database tree interface.,front-ends
hot: thermodynamic tools for matlab,hot is a package of matlab and octave compatible functions that manage thermodynamic data for a wide range of species. functions calculate almost all the most common thermodynamic quantities of mixtures.  python users may also want to look at pyro at http://pyro.sourceforge.net,front-ends
hackerex,free tool designed to make client side hacking easy,front-ends
jdbc manager,a pure java (swing) front end to connect with every dbms (database manager system) that has a jdbc driver. provides full access to: view  modify data  create/alter/drop tables and relations  etc. all done visually. it is platform and dbms independent,front-ends
narya project incubator and forum,narya is a forum/incubator software  based on a python/zope/mysql platform. emphasis on graphics support and collaboration for space and technology development. compare php/mysql forums.,front-ends
netautor professional,netautor professional is an application server with integrated development environment  based on php. it comes with all substantial features to simplify the programming and the operation of databased intra- and internet web applications.,front-ends
sql media library,the sql media library consists of a set of scripts to feed a mysql server with tag information about media (i.e. mp3) files from a central repository  as well as a gtk+ client for easy browsing of the tag information and playback of the files.,front-ends
sqlunit,a unit testing framework for regression testing database stored procedures. written in java/junit/xml.,front-ends
taizé hosting,visitor and hosting families management system for the annual taizé meeting,front-ends
tkdgen,gui front-end to dgen.,front-ends
blackmarket,php frontend for proftpd and mysql.,front-ends
ebay-tools,watching  bidding  selling and searching tools for ebay auctions. all data and pictures are stored in a local sql database for offline searching and viewing. no installation required! comfortable listing with thumbnails. see http://ebaytools.sf.net for s,front-ends
epqa,enterprise postgresql query log analyzer (epqa)  it parses huge postgres log files  and shows html report. this report will be very useful for doing database optimization  and in fine tuning the psql queries. it parses compressed files also.,front-ends
iseries mrunsql,mrunsql is a command that allows iseries (as400  i5) developers to execute sql statements from a command line. it is very handy for investigation and testing work. the supporting code is written in rpgle and cl.,front-ends
pabber,pabber allows you to access the exchange global address list and add entries to your .addressbook file,front-ends
pg_bulkload,postgresql bulk data loader,front-ends
sqlshell,a fully functional textual database frontend with features like tabcompletion  command history optimized display and many more. sqlshell uses jdbc to connect to your favorite database. sqlshell has been succesfully tested on windows and linux.,front-ends
cocoamysql,cocoamysql is a mysql admin tool similar to phpmyadmin. it is programmed in cocoa and objective-c (mac osx). cocoamysql allows you to edit databases  tables (fields and indexes) and rows  perform custom queries and import/export data.,front-ends
kendo tournament generator,tool for managing a kendo tournament,front-ends
opus directaccess,plug-in access/jet database driver for borland delphi and c++builder (bde replacement),front-ends
postgresql recover deleted rows trigger,postgresql recover deleted rows trigger,front-ends
robojournal,free journal software for everyone,front-ends
test7,java multi emulator frontend with tiled thumbnails.,front-ends
ajaxora,web-based multiple database browser (oracle  postgresql   mysql  hsqldb). extjs is used for ui  springframework on server.,front-ends
zms open source,zms is a open source game that will advance rpg games. we will have rpg gameplay with some fps parts and the genre can switch at any time. you will be amazed at the gameplay.,front-ends
edi translator,edi translator is a fast and easy way to handle your business-to-business x12 data.  commercial packages to handle this typically cost over $20 000.  with open source  we can easily create a robust product for a far lower tco.,front-ends
chorddb,this is a database front-end for keeping track of chord files (a.k.a. fake sheets).  it accepts chord and chordpro files as inputs  and creates output sets in a large variety of formats (pdf  text  chordpro  latex).,front-ends
data warehouse metadata repository,the enterprise data warehouse metadata browser developed at the northwestern medical faculty foundation.,front-ends
dbforms,tired of writing same code again and again? try dbforms! dbforms is a java (servlet jsp/taglib) - based rapid application development environment which enables developers to build web based database applications in _very_ short time,front-ends
dia plugin for er modelling,diaper  dia plugin for er modeling is a tool which takes as input a dia xml file describing a er model and outputing sql-92 standard statements. as of now  diaper is one of few tools which is capable of handling several complex set of input er models.,front-ends
ldap tools for eclipse,an eclipse plugin which provides functionality for working with ldap directories from within eclipse. it is possible to view and edit data in multiple directories and view the directory schema. the plugin features context sensitive help.,front-ends
organizers database - source code,odb is database/crm software designed for smaller nonprofits  now available on windows. we released odb in 3/2002 to give grassroots groups easy-to-use  affordable  and high-quality member/donor tracking software. to run odb  go to www.organizersdb.org.,front-ends
photo organizer,photo organizer is a web based  multi user photo management tool backed by a postgresql database. offers: searchable photo database  with photo submission history  client management  date book  dupe support and  printing of barcode labels and brochures.,front-ends
postgresql tools for macos x,a collection of gui tools and installations for the day to day use and administration of postgresql servers both on and from a mac os x environment.,front-ends
sql data workshop,sql data workshop is a rich sql front end system,front-ends
sql server db compare and synchronize,the purpose of this project is to create an application that allows dbas and developers to compare and synchronize the structure of two databases.,front-ends
task,task automation and schedule knowledge : task  task is an integrated system of a web front end to a database that is specifcally designed to give an organisation the ability to track projects  or tasks.  task also provides automated email notification,front-ends
w2c (website for content and community),this is a open standard and utilities for exchange data for websites like network news(nntp). the w2c project will support for many famous cms(content management system)  bbs(bulliten board system)  and community websites  each w2c program is an adapter.,front-ends
web-based cuecat barcode scanner,a completely web-based program for scanning barcodes using the cuecat barcode scanner,front-ends
y.o.d.a. - yaro`s oracle data admin,web-based tool for developers and administrators to access into oracle. written in php to allow view manage and export oracle objects (tables  view index package  procedure  trigger..) over www (like phpmyadmin  phporaadmin or funkctions like toad),front-ends
sqlobject,sqlobject is a python orm.,front-ends
typolight,the project has moved. please see the link in the blue box above.,front-ends
ajax-filmdb,ajax-filmdb is a comfortably php/mysql/ajax film database. looks and feels like a mac os-x application. supports database backup and restore  smart phones and news feeds. includes a fully automated graphical installation.,front-ends
a prolog expert system,a prolog expert system supporting querying and extending the knowledge base from a command-line interface using a format oriented on natural language  with the aim of being maintainable by the domain expert (i.e. without requiring programming skills).,front-ends
access-svn,develop microsoft(r) access applications while using subversion for version control.,front-ends
alumni tracking database,alumni tracker provides the ability to track alumni of a college or unitversity for the purposes of helping to demonstrate compliance with the accreditation standards required for departments in higher education.,front-ends
autotabla,autotabla is a cgi web interface to your programs sql tables. just provide an xml description of your schema  and you'll be able to create/modify/delete records. html output fully customizable through css. database independence through perl/dbi.,front-ends
database deployment manager,dbm is a database deployment manager application. it provides an easy way of creating the initial database layout  and also features a diagram editor to visualize the relationship between tables. it also has a unique object oriented modelling feature,front-ends
dataxi,dataxi is a database access system that uses a single form to query  view and modify data spread to one or more tables in a true relational manner.,front-ends
hornet,hornet is a tool to browse and build mysql databases  with the ability to connect to remote servers.  it intends in the future to provide the capability to generate php-based interfaces to mysql databases.,front-ends
jdbc navigator,jdbc database browser and editor,front-ends
jguigen - java gui application generator,gui generator creates screens folks can use 2 do crud (create  review  update  delete) on tables in a db. makes fully internationalized & accessible screens so users can search  edit  run reports & much more. help buttons work! uses any db w/jdbc drivers,front-ends
jarhunt,jarhunt is a simple ruby/rails app that allows you to upload and catalog jar files that you work with every day.  the jar files are then searchable  making tracking down which class files belong to which java archive easy and fast.,front-ends
library manager,library manager  as you could understand from its name  is a library management program. you can easily take control all of the books under any circumstance. this could be in a school library or in a home library that we all have.,front-ends
museum collection management f/ms access,museum collection management using ms access. an ms office installation is recommended  since this project also utilizes ms word for merging data into templates.,front-ends
nw's ultimate pokédex,in the various pokémon games there is a device called a pokédex.,front-ends
open sql parser,open sql parser is a database independant sql parser written in php.,front-ends
perpus,aplikasi manajemen perpustakaan,front-ends
phpmydvds,phpmydvds is an application composed by a mysql database and a php4 interface  witch provides you a usefull and powerfull dvd management,front-ends
postgresql\php generator,this is a generator that creates php 4 code based on a postgresql rdbms for data entry into any database table or tables with 1-n associations or n-n associations. the generator now manages projects of more tables and has a complete graphical layout (css,front-ends
quality management  software package,quality assurance & control database client server system. postgresql server  c# clients  web php interface. all strategies are iso 9001: 2000 compliant.solve almost all traceability requierements.,front-ends
sql embedded manager,sql embedded manager  is a light-weight implementation of the ssms.,front-ends
sqlite php admin,sqlite php admin is a web based interface to administering sqlite3 or sqlite2 databases. it allows you to manage your sqlite databases version 2 or 3 which your current configuration of php supports.,front-ends
sqlpp: a sql query generation framework,sqlpp  a n-tier generator in c++: generates complex sql queries  c# wrappers for multiple database,front-ends
squirrel db copy plugin,db copy plugin is a plugin for the squirrel sql client (1.2beta6 and 2.0 rc1+) that allows copying database objects (schema def and data) from one session window to another. the sessions can be disparate database vendors (oracle -> mysql  for instance).,front-ends
storm - student online record management,the student online record management (storm) system is a database interface to mysql that is used for  record keeping for large courses. it maintains and calculates marks  and maintains section/group assignments for lectures  tutorials and laboratories.,front-ends
sharpquery,a database acess plugin for sharpdevelop  simmilar to the database access components of visual studio(tm). also includes a simple standalone database access program.,front-ends
tieradapter,tieradapter framework is an n-tier application development framework based on visual foxpro 9.0 which allows you to build rich  fast and scalable database applications. it supports vfp native engine as well as any odbc/oledb database.,front-ends
visual database designer for kde2,dbdesigner is a visual database designer running on linux/kde2. it allows you to build complex relations between the elements of a database in an intuitive and easy-to-use environment.,front-ends
web-based visual query designer,web-based visual query designer is a tool for generating sql queries.,front-ends
xitnalta content management system,xcms was intended to be a powerful (web) content management system. this is now a dead project. -- felix,front-ends
odbcpp,a c++ library wrapping the standard odbc c calls with many checks and using exceptions any time an error is detected.,front-ends
orguse,программа для учета оргтехники на предприятии.  внимание! данная версия более не разрабатывается. переходите на http://xn--90acbu5aj5f.xn--p1ai/?page_id=386,front-ends
phpmyaccess,alpha 2.0.1 allows design edit run queries in browser. edit query results in browser. (complete rewrite) 1.x is a complete webdb system based on phpmyedit 2.3 with more field types & facilities. includes simple user/permission/menu system. php 5 ready.,front-ends
phpsurvey,phpsurvey is a web based survey package written in php4. with support for several powerful functionalities such as  survey library  report generator  result analysis tool  and many others. postgresql is used as the backend database.,front-ends
sakilabackup,sakilabackup is freeware mysql backup automation software.,front-ends
wxoralib,wxoralib is a wxwidgets library to connect and make oracle database transactions it is based in the occi libraries. it was tested in windows and linux (fedora and open suse) and should works in mac os x.,front-ends
gvc.sitemaker,gvc.sitemaker is a web application that empowers non-technical users to create highly customized websites and web databases  with a distributed management architecture that is tailored for academic settings. see docs: "getting started" for more info...,front-ends
monetdb,the monetdb project has moved to http://www.monetdb.org/.,front-ends
ipmems,real-time data acquisition and visualization software,front-ends
迅雷任务修改器,本软件可修改迅雷下载任务的url地址。友情提示：1. 本软件仅适用于同一个文件的下载地址改变的情况；2. 使用本软件时您需自负风险。,front-ends
lightspoke dbx: dbxml server,lightspoke dbx is a fast xml database web service layer over berkeley db xml. dbx offers xpath queries  native xml document management and web based administration of containers  documents and indexes.  xslt  security  full text indexing  xupdate planned,front-ends
zeus:db,zeus:db is a all-in-one server solution. zeus:db is a fast and light weight xml database server with sql support  a time server  a http server with integrated intranet support and an email server. this is a complete solution like the lotus domino server.,front-ends
apex blogging platform,blog application built using oracle application express (apex) and oracle database. requires oracle database 11g r2 and oracle application express 4.2.,front-ends
allmovies video title and media database,manage your video or movie collection in an easy to access web format with this simple web application.  keep track of your video inventory and share your titles with friends.    use as finished product  or foundation for further development.,front-ends
aurora phishing,what is aurora phishing  aurora phishing is an package with online web services like facebook  gmail  twitter ripped websites used for phishing attack. this project was started by croatian security engineer dalibor vlaho as a part of another project,front-ends
berkeley db manipulation tool,berkeley batabase manipulation tool (bmt) wants to be a instrument for opening/searching/editing/browsing berkeley databases based on provided definition. manipulation can be done using text command line interface and also graphical frontend.,front-ends
c# mysql sample,an example of using dblinq to query a mysql database.,front-ends
d0xbase,d0xbase - old school d0x database,front-ends
db,general purpose database program for palmos.,front-ends
db copy eclipse plugin,migrate data from any database to another with just selecting visually the desired tables in the source database (any database type supported by jdbc) and hit one button to complete it. new tables will be automatically created in the target database.,front-ends
db_browser,db_browser was a cgi tool for developers working with a relational database. it easily facilitated searching  editing  and adding to tables within a database without having to develop customized software.,front-ends
data with interaction,dwi (recently renamed to estron and moved to http://estron.alioth.debian.org/) is a rapid application development system for creating graphical applications that manipulate info in an sql database. uses xml and gnome glade for the gui designer.,front-ends
database commander,database commander is a database manager with user-friendly interface for windows operation system. programming language: c# operation system: windows 98/2000/xp dependencies: microsoft .net framework  ole db,front-ends
fbquerysql,fbquerysql is a firebird front-end application. it was created to be easy to install  configure and use.,front-ends
film and music database gui,front end gui for keeping track of all your films  music and books,front-ends
galileomysqleditor,galileo mysql editor is a front end mysql database manager. it was originally developed by joshua w joseph  but now it is under galileo software llc. features include: cross platform support  advanced gui editor and more.,front-ends
helium webmib,helium webmib is a php script / phpbb3 mod that integrates with a helium music manager database to provide a web front-end display for your music collection  an easy way for your friends & family to view your music collection from anywhere in the world.,front-ends
ipd's egovernance application suite,a suite of applications designed to be used by local government units in the philippines. the context of use ranges from tax-collection to the provision of hospital services,front-ends
it administration with access,it administration with access (itawa) provides it administrator types with a robust database application to track and manage their inventory of assets and licenses. itawa covers all software  licenses and hardware conceivable.,front-ends
java wrapper for japanese wordnet,we provide a software called jawjaw  which provides an api for japanese wordnet allowing to easily access lexical relationships of a given word  such as hypernyms  synonyms  meronyms  etc.,front-ends
kesi,kesi - kesi easy sql import  is a tool to easily import csv files into your sql database tables. it has a very easy to use kde gui and understands almost every possible csv (comma seperated value) file format.,front-ends
landb: the network administration db,landb is a network administration cgi package written in perl.   it uses a rdbms (ie mysql or oracle) to store information on all network hardware   connections  and connection statuses.,front-ends
lispsql,this project will create a major mode for mysql in emacs.  it will allow you all the usefulness of the mysql command line client  from within emacs.  i don't know if i'll do a full blown major mode yet  but the functions to run queries are definitely ther,front-ends
libreoffice mysql connector extension,mysql connector extensions for libreoffice,front-ends
