library manager,library manager  as you could understand from its name  is a library management program. you can easily take control all of the books under any circumstance. this could be in a school library or in a home library that we all have.,database
metamorphoses: db to rdf transformation,metamorphoses is a system for flexible and easy-to-use generation of rdf metadata directly from a relational database. metadata are genereated according to a mapping from an existing database schema to a particular ontology.,database
micromégas,le projet micromégas a pour but de développer des applications réalisant le processus de fouille de données dans son ensemble.,database
museum collection management f/ms access,museum collection management using ms access. an ms office installation is recommended  since this project also utilizes ms word for merging data into templates.,database
nw's ultimate pokédex,in the various pokémon games there is a device called a pokédex.,database
newsql,this project tries to define a new grammar to be used for database access. it should be easier to learn  understand and use than sql  be more consistent  and contain significantly less rules. it does not try to be an extension or subset of sql.,database
open sql parser,open sql parser is a database independant sql parser written in php.,database
open source database benchmark,a tool for benchmarking relational dbms software,database
openflow,a publishing workflow management system,database
palmos flat-file database tools,unix and win32 conversion utilities for the palmos flat-file database programs mobiledb  jfile v3.x  list  and "db" which is hosted here on sourceforge.,database
perpus,aplikasi manajemen perpustakaan,database
phpmydvds,phpmydvds is an application composed by a mysql database and a php4 interface  witch provides you a usefull and powerfull dvd management,database
postgresql\php generator,this is a generator that creates php 4 code based on a postgresql rdbms for data entry into any database table or tables with 1-n associations or n-n associations. the generator now manages projects of more tables and has a complete graphical layout (css,database
practical 4 php,practical php utilities i've been using that people might enjoy. i have much more and as i clean them up they will appear here and exampled at http://the.promisedlan.com/,database
quality management  software package,quality assurance & control database client server system. postgresql server  c# clients  web php interface. all strategies are iso 9001: 2000 compliant.solve almost all traceability requierements.,database
r.e. pagination,,database
rdbms4c in memory database,embedded  in memory database for c developers,database
sql embedded manager,sql embedded manager  is a light-weight implementation of the ssms.,database
sqlight - sqlite database manager,sqlight is freeware sqlite database manager tool for mac osx.,database
sqlite php admin,sqlite php admin is a web based interface to administering sqlite3 or sqlite2 databases. it allows you to manage your sqlite databases version 2 or 3 which your current configuration of php supports.,database
sqliteconnectionpooldatasource,implementation of a javax.sql.connectionpooldatasource for sqlite,database
sqlpp: a sql query generation framework,sqlpp  a n-tier generator in c++: generates complex sql queries  c# wrappers for multiple database,database
squirrel db copy plugin,db copy plugin is a plugin for the squirrel sql client (1.2beta6 and 2.0 rc1+) that allows copying database objects (schema def and data) from one session window to another. the sessions can be disparate database vendors (oracle -> mysql  for instance).,database
storm - student online record management,the student online record management (storm) system is a database interface to mysql that is used for  record keeping for large courses. it maintains and calculates marks  and maintains section/group assignments for lectures  tutorials and laboratories.,database
sharpquery,a database acess plugin for sharpdevelop  simmilar to the database access components of visual studio(tm). also includes a simple standalone database access program.,database
skwish,skwish is a fast  simple  lightweight java library for storing blobs on the file system. it allows multiple concurrent readers and writers  provides all-or-nothing write semantics  and is designed to survive abnormal  unclean shutdown.,database
textdb,if you don't have access to a database but you do have access to php  and you want your web data stored in a database  then this is what you're looking for! full sql compatibility is planned as well as a perl port.,database
the elseforif libraries,a collection of discreet  mostly web-related libraries  utility classes  and some awt code (good for applets).  package xentity implements a jdbc-based administrative system for building an o/r persistence layer.,database
tieradapter,tieradapter framework is an n-tier application development framework based on visual foxpro 9.0 which allows you to build rich  fast and scalable database applications. it supports vfp native engine as well as any odbc/oledb database.,database
unidb,unidb is a database abstraction layer for php developers. it's goal is to enable the developers to focus not on cross database compliance  but to focus on the main purpose of the program. it is developed principally by afrosoft.,database
visdic,xml dictionary viewer and editor,database
visual database designer for kde2,dbdesigner is a visual database designer running on linux/kde2. it allows you to build complex relations between the elements of a database in an intuitive and easy-to-use environment.,database
web-based visual query designer,web-based visual query designer is a tool for generating sql queries.,database
xitnalta content management system,xcms was intended to be a powerful (web) content management system. this is now a dead project. -- felix,database
clockout,visual basic 6/mysql - this is a client/server application.  users and admin users can clock in and clock out to keep track of hours worked. use it for a project to keep track of billable hours or for your employees to make sure they are at work on time.,database
daoexamples,java implementations of the data access object design pattern,database
dbweaver,dbweaver provides a set of tools to extract create statements from a database server and dump them to a text file. these files can be used for editing  source revision control and database migration.,database
dmz - data modelling zone,dmz - the no-mans land between the business and it. a multi platform  repository based suite of modelling tools handling requirements  modeling  data warehousing and etl. starting with a modeling framework.,database
log4jdbc,log4jdbc is a jdbc driver that can log sql and/or jdbc calls (and optionally sql timing information) for other jdbc drivers using the simple logging facade for java (slf4j) logging system.,database
netflux,netflux aims to be an etl tool providing the following: 1. a set of core classes that may be used programatically to be embedded in any application 2. a graphical tool able to edit and run etl processes 3. a server able to run etl processes,database
odbcpp,a c++ library wrapping the standard odbc c calls with many checks and using exceptions any time an error is detected.,database
openlamp,- 임베디드 dbms인 openml - 서버 db와 임베디드 db의 동기화를 해주는 솔루션인 openmsync,database
orguse,программа для учета оргтехники на предприятии.  внимание! данная версия более не разрабатывается. переходите на http://xn--90acbu5aj5f.xn--p1ai/?page_id=386,database
perl-ldap,perl ldap client library,database
php-sqlite3,sqlite3 extension package for php,database
phpmyaccess,alpha 2.0.1 allows design edit run queries in browser. edit query results in browser. (complete rewrite) 1.x is a complete webdb system based on phpmyedit 2.3 with more field types & facilities. includes simple user/permission/menu system. php 5 ready.,database
phpsurvey,phpsurvey is a web based survey package written in php4. with support for several powerful functionalities such as  survey library  report generator  result analysis tool  and many others. postgresql is used as the backend database.,database
sakilabackup,sakilabackup is freeware mysql backup automation software.,database
tinysql,tinysql is a sql engine written in java. it uses dbase format files compatible with ms excel. tinysql comes with a command line interpreter which you can use to create  drop  or update tables. a gui for tinysql can be found at www.sqlmagic.com,database
wxoralib,wxoralib is a wxwidgets library to connect and make oracle database transactions it is based in the occi libraries. it was tested in windows and linux (fedora and open suse) and should works in mac os x.,database
xbase swiss army knife,dumps/updates xbase files in human-readable  nosql  or postgresql script forms.,database
gvc.sitemaker,gvc.sitemaker is a web application that empowers non-technical users to create highly customized websites and web databases  with a distributed management architecture that is tailored for academic settings. see docs: "getting started" for more info...,database
monetdb,the monetdb project has moved to http://www.monetdb.org/.,database
sedna native xml database,sedna is a native full-featured xml database management system.,database
dotlucene a search engine library,dotlucene/lucene.net is the .net implementation of the lucene full-text search engine library. lucene.net is now under asf. it's new home is located here: http://incubator.apache.org/projects/lucene.net.html.,database
ipmems,real-time data acquisition and visualization software,database
迅雷任务修改器,本软件可修改迅雷下载任务的url地址。友情提示：1. 本软件仅适用于同一个文件的下载地址改变的情况；2. 使用本软件时您需自负风险。,database
hadoopdb,hadoopdb is a hybrid of parallel database and mapreduce technologies. it approaches parallel databases in performance and efficiency  yet still yields the scalability  fault tolerance  and flexibility of mapreduce systems.,database
idealtake,search engine using mysql and vb .net,database
kontenrahmen für deutschland,standard chart of accounts ("standardkontenrahmen") as needed by accounting software to meet german requirements. includes tax automatics  data for creating "umsatzsteuervoranmeldung"  "bwa"  "guv" and "bilanz" and utils for different accounting software.,database
lightspoke dbx: dbxml server,lightspoke dbx is a fast xml database web service layer over berkeley db xml. dbx offers xpath queries  native xml document management and web based administration of containers  documents and indexes.  xslt  security  full text indexing  xupdate planned,database
orient technologies,orient is 100% pure odbms. it works with classes and objects instead of tables and records. orient supports c++ language using odmg 3.0 interface and java using jdo 1.0. it's available as just edition  a small library  or as enterprise edition with dis,database
teknologjia informatike (it) ne shqip,ky eshte nje projekt i hapur/falas per publikun shqip-foles i cili permban nje seri video-kursesh  udhezime  dhe shembuj kodi per gjuhe (web) si: xhtml  css  js  php  as3 etj. si dhe per desktop: c++  java  adobe air etj. + programe/praktika te ndryshme.,database
zeus:db,zeus:db is a all-in-one server solution. zeus:db is a fast and light weight xml database server with sql support  a time server  a http server with integrated intranet support and an email server. this is a complete solution like the lotus domino server.,database
dbdeploy.net,manages the deployment of numbered change scripts to an sql server database  using a simple table in the database to track the current schema version.  port of dbdeploy to .net,database
upc database,this project intends to compile and distribute a database of upc product codes and various utilities for manipulating that data.,database
warehouse manager,warehouse manager is a business application designed to allow you to manage several aspects of your warehouse based enterprise from your computer. the software was written in  c++ and qt for the gui. it now uses c and gtk+.,database
apex blogging platform,blog application built using oracle application express (apex) and oracle database. requires oracle database 11g r2 and oracle application express 4.2.,database
allmovies video title and media database,manage your video or movie collection in an easy to access web format with this simple web application.  keep track of your video inventory and share your titles with friends.    use as finished product  or foundation for further development.,database
aurora phishing,what is aurora phishing  aurora phishing is an package with online web services like facebook  gmail  twitter ripped websites used for phishing attack. this project was started by croatian security engineer dalibor vlaho as a part of another project,database
benchmarking sql testing,the main objective of the benchmark is to enable an environment that provides reference information needed to support research within the area of ​​mutation analysis sql  with an emphasis on search techniques for reducing databases. the benchmark was built and available with two different scenarios  each scenario has its own characteristics and can be used independently of each other. basically each scenario consists of a database production (bdp) large volume that simulates a real environment and a database of experiments (bde) that contains information about sql  mutants and results of experiments with random instruction methods. the reference value is nothing more than a set of data bases. the first scenario has the structure and the generated data for the specific benchmark  the second is its structure and data obtained from an actual application.,database
berkeley db manipulation tool,berkeley batabase manipulation tool (bmt) wants to be a instrument for opening/searching/editing/browsing berkeley databases based on provided definition. manipulation can be done using text command line interface and also graphical frontend.,database
brrapi,brrapi -- a set of simple apis for db access  reflection  gui  etc.,database
c# mysql sample,an example of using dblinq to query a mysql database.,database
c# object persistent framework,a c# object persistent framework.  allows the users of this framework to write concise code for business applications without the need to manually map objects to rdbms. the framework will create all the data access methods automatically,database
csv importer for python/wxpython,csv file importer/exporter with heuristics for determining file format + optional wxpython dialog.,database
cagouille eyes,simple dashboard for nagios ( using ndoutils ) written in php.,database
cantharella,pharmacochemical database of natural substances,database
clarion database fileformat utilities,utilities and libraries for accessing (extracting data from  or modifying data in) and testing integrity of clarion database files  and other files used by clarion. see http://clarion-utils.sourceforge.net/ for more information.,database
customer information,this project is a module for the xoops content management system  coded in php and using a mysql database.  the module is designed to store customer information for a company through thier xoops website.,database
d0xbase,d0xbase - old school d0x database,database
db,general purpose database program for palmos.,database
db copy eclipse plugin,migrate data from any database to another with just selecting visually the desired tables in the source database (any database type supported by jdbc) and hit one button to complete it. new tables will be automatically created in the target database.,database
dbf black box,a java-based project for reading and writing on xbase -- dbf (dbase iii / clipper) file.  this project is an implementation of javadbf:  http://sarovar.org/projects/javadbf/  credits (javadbf): anil kumar k. abraham k. jacob,database
dbfeeder,with dbfeeder you can generate testdata for oracle databases which fits primary and foreign keys of tables. a file-based configuration systems allows in-depth customization of the type of data which is generated.,database
db_browser,db_browser was a cgi tool for developers working with a relational database. it easily facilitated searching  editing  and adding to tables within a database without having to develop customized software.,database
dmoz to mysql using php,this is a php script that is used to parse the dmoz rdf data dump files automatically. it features downloading of the files  extracting  cleaning  parsing and inserting the data into a mysql database. this script is pretty fast!,database
daffodil db- one$db, a java rdbms,one$db is open source version of daffodil db  a commercial java database. it is standards based  platform independent rdbms that can be embedded into any application with minimal administration. one$db is available in both embedded and network editions.,database
data dictionary generator,easy to use tool to generate data dictionary  compare database  do spell check and get row counts on all tables. this is very useful in database migration and environment comparison. written for oracle database. thank you for visiting.,database
data storm,when testing using a database with rollback after each test  failing tests are very hard to resolve. data storm is a simple db viewer directly launchable from within your test code to enable you to inspect the current state of the database.,database
data with interaction,dwi (recently renamed to estron and moved to http://estron.alioth.debian.org/) is a rapid application development system for creating graphical applications that manipulate info in an sql database. uses xml and gnome glade for the gui designer.,database
database commander,database commander is a database manager with user-friendly interface for windows operation system. programming language: c# operation system: windows 98/2000/xp dependencies: microsoft .net framework  ole db,database
database tools for the eclipse platform,a collection of database related plugins for the eclipse platform:  this project has moved to bigsplash.sourceforge.net,database
db2excel,database to excel,database
easysearchengine,a highly adaptable  configuration-driven search engine that uses a data source connector interface that allows for many different data sources to be accessed. needs no recompilation. ever.,database
employee payroll system,a small employee payroll program in c++ written for my programming class.  don't expect alot of frills.,database
enbpgs,this project focuses on the earth & beyond (pgs) server as well as a client side proxy launcher. e&b was originally developed by westwood studios and later managed and developed by ea games. ea retired earth and beyond in sept. of 2004. ---------------------------------------------------------------------------  earth & beyond privet galaxy server goal of the reborn team,database
fbquerysql,fbquerysql is a firebird front-end application. it was created to be easy to install  configure and use.,database
fsp - simple persistence framework,simple persistent framework,database
film and music database gui,front end gui for keeping track of all your films  music and books,database
firealarm - monitoring for firebird,a server performance and health monitoring tool for firebird. detects critical situations like long running transactions  high attachment or statement load.,database
goods,generic object oriented database system distributed thick-client oodbms using aspect-oriented approach to build transparent interface to database from oo programming languages (c++  java  c#),database
galileomysqleditor,galileo mysql editor is a front end mysql database manager. it was originally developed by joshua w joseph  but now it is under galileo software llc. features include: cross platform support  advanced gui editor and more.,database
generic data access layer,generic data access layer is an approach to solve the problem for data access handling in any kind of application. this approach should help to build a database independent data layer. both embedded sql and stored procedure can be used.,database
gogear on linux boxes,this program creates the sqlite database containing the information about mp3 and m3u files needed by philips hdd0xx mp3 players.,database
hrdag-analyzer,analyzer is used to collect  maintain and analyze information about large-scale human rights violations from multiple sources.  analysis of the overlap between sources allows for the use of multiple systems estimation to quantify the nature of the abuses,database
helium webmib,helium webmib is a php script / phpbb3 mod that integrates with a helium music manager database to provide a web front-end display for your music collection  an easy way for your friends & family to view your music collection from anywhere in the world.,database
hibernate resource bundle,a resource bundle implementation based on the hibernate o/r persistence framework.,database
hindidict,hindidict creates a latex formatted hindi dictionary from a text file. the entries will be sorted both by hindi and by english.,database
ipd's egovernance application suite,a suite of applications designed to be used by local government units in the philippines. the context of use ranges from tax-collection to the provision of hospital services,database
it administration with access,it administration with access (itawa) provides it administrator types with a robust database application to track and manage their inventory of assets and licenses. itawa covers all software  licenses and hardware conceivable.,database
ingres database workbench,the ingres database workbench (idw) is an eclipse rcp application that makes ingres database development faster and easier  and provides tools to connect to ec2 instances in the cloud. it is targetted for ingres vectorwise customers.,database
ingres dynamic playback,ingres dynamic playback is a tool to play back prerecorded sql statements to do functional and stress testing on the ingres database. more information here: http://community.ingres.com/wiki/dynamic_playback,database
instrumentation library for oracle (ilo),this software provides pl/sql packages for defining and measuring business tasks utilizing oracle's extended sql tracing mechanism.,database
jedi obiwan object persistence framework,the obiwan project's main objective is to provide an object oriented specification and api for access to persistent data using borland delphi and related environments/languages.,database
jlearn,jlearn is a flash-card application to learn a foreign language. a word is given in a language  and the user must privide a correct answer. statistics for current language or previous asked word are available.,database
java wrapper for japanese wordnet,we provide a software called jawjaw  which provides an api for japanese wordnet allowing to easily access lexical relationships of a given word  such as hypernyms  synonyms  meronyms  etc.,database
jedox,self service business intelligence  analytics & performance management,database
kesi,kesi - kesi easy sql import  is a tool to easily import csv files into your sql database tables. it has a very easy to use kde gui and understands almost every possible csv (comma seperated value) file format.,database
landb: the network administration db,landb is a network administration cgi package written in perl.   it uses a rdbms (ie mysql or oracle) to store information on all network hardware   connections  and connection statuses.,database
lispsql,this project will create a major mode for mysql in emacs.  it will allow you all the usefulness of the mysql command line client  from within emacs.  i don't know if i'll do a full blown major mode yet  but the functions to run queries are definitely ther,database
libreoffice mysql connector extension,mysql connector extensions for libreoffice,database
lizard cart cms,lizard cart cms offers an easy way for people with limited html experience to manage the content and products of their websites.it uses php/mysql/java script comes complete with a wysiwyg online editor.,database
mvv, die musikvereinsverwaltung,a web-based management tool for musical societies e.g. marching or other bands (in german language only yet),database
mapper: web/gui presentation framework,mapper is a presentation framework for xml  web & gui applications based on the model-view-controller pattern. its event driven components & models provide an easy & consistent way to bind fields to valueobjects or collections for all presentation types.,database
micro xquery engine,mxquery is a low-footprint implementation of xquery 1.0  xquery update 1.0  xquery fulltext 1.0 and xquery scripting 1.0 as well as a subset of xquery 1.1 (windowing  try/catch). it provides extensions to do data stream processing/cep and soap/rest,database
modscentral,modscentral provides a central hub system for modules based upon the xoops dynamic open source portal script written in php and the xoops community which has more than dozen official support sites around the world which support  non-english speaking user,database
my php database,if u host ur site on a limited resources  and do not have access to any database like mysql gdbm etc. "my php database"  will give limited database support in php itself using flat file. should be sufficient for small data like site statistics etc.,database
mysql manager,a browser based program that uses php and javascript.  it is designed to make it easy to manage mysql. many features and it\'s very easy to use. supports multiple databases/tables.  also simple installation!,database
mysql wrapper for matlab,mym is a matlab interface to mysql server. it is based on the original 'mysql and matlab' by robert almgren and adds the support for blobs. that is  it can insert matlab objects (e.g. array  structure  cell) into blob fields.,database
mysqldatamanagement,a set of php scripts to manage your data for selected db. all your tables will be shown you for data management on them.  mysqldatamanagement is intended to add / edit / delete / list records on selected table - db .,database
ntxshape - ntx to shapefile converter,converts gis data from caris ntx format into esri shapefile format  preserving virtually all features and attributes.  supports points  lines  polygons  text  spot heights and soundings.  includes a batch utility  an api  and an arcview gis extension.,database
new scid,a chess database management system for linux  windows and macos x.,database
nexus framework,nexus is a cross-platform  open  object-oriented application framework for borland delphi/kylix.,database
numerical cruncher,pattern recognition software package. it includes several classification and clustering algorithms. it can read data from a set of images  an ascii file or a jdbc connection. a small tcp data server with its corresponding jdbc driver is included.,database
odbc socket server ii,odbc socket server is an open source database access toolkit that exposes windows nt odbc data sources via an xml-based tcp/ip interface. it was developped by team fxml (fxml@excite.com)  we would like to keep on developping and improving it under gpl,database
odbckit,the odbckit is an objective c / cocoa framework to provide easy access to data stored in valid odbc datasources from within the cocoa/macos x environment  without requiring knowledge of the underlying odbc 'c' api.,database
ofmtools,die kostenlose onlinefussballmanager-hilfe,database
oramysql,a simple set of programs to sync oracle to a mysql database,database
pdoxtool,database tool to view/print/save to txt table definitions  view/edit data  pack and re-index paradox 7 tables.,database
php hockey stats,a tool for scaning the internet for hockey players stats  parsing and adding the information to the database.,database
portable db,this is a application created to use an xml file as db it have an feature to stare the the images also and follow the all property of data base,database
private movie database,this project sets up a database for managing backuped movies. the data generated by the fronted which is written in php is stored in a mysql database.,database
projectportal,projectportal is a multi-lingual  multi-user web-based groupware suite for programme & projectmanagement written in visual c# asp.net using ms access  ms sql/msde  oracle or mysql for datastorage.,database
q&a database system,question and answer database system  originally used to track online trivia game. easily modifiable perl script  useful perhaps for lightweight knowledgebase system.,database
qt-sql forms/browse generator,intends to make an automatic interface generator for a given sql structure  with insert and update dialogs an delete functionability,database
quality complaint management system,automotive quality complaint management to record customer incident with all data  including reporting and easy serching. it is designed to use for technically automotive customer complaints and to use as less screens as possible.(automobil reklamation),database
queryform database tool,queryform is a java/swing-based gui app which provides a powerful form-based front end for relational databases. it supports multiple concurrent connections to different databases. query results can be exported to csv files or insert statements.,database
recoll,goto http://www.recoll.org,database
reportmaster,create reports based on data from arbitrary datasource. alternative to rrdtool.,database
ritmark fs,ritmark fs engine is filesystem engine for mysql server. using ritmark fs engine you can work with your files using sql queries.,database
sia. sistema integral de administracion.,sia es un software erp de gestion integrada de administracion de almacén  facturacion  compras  ventas contabilidad y bancos para un entorno empresarial para linux  unix o windows. desarrollado bajo java y mysql para multiplataforma en red multiusuario.,database
scalaris,distributed  transactional key-value store,database
scientific programme management system,the spms is a tool for event management tailored for accelerator conferences. see www.jacow.org for more information.,database
shell environment for oracle,senora is targeted to be a drop-in replacement for sqlplus. it provides a plethora of new commands  which accept unix-style options. it is extensible via plugins.,database
sql block monitor,this is a sql monitor that shows to you the database connections and who is blocking eachother,database
td-webserveur,td-webserveur is an installer of apache 2  php 5  miniperl  mysql 5  phpmyadmin and sqlitemanager on your windows system. you can easily manage your server or create website with a very simple tray icon. you can also extend features of it with extras add,database
torch,torch is a web enabled electronic health record (ehr) application. torch is usable in single practitioner offices and scalable up to multi-site practices.,database
tablediff,simple gui that allows the user to select tables for monitoring from a database  establish a baseline  and run a compare of the table after a transaction has occurred. generates a report of the rows changed. use with any database that uses jdbc driver.,database
tclodbc,this is the odbc extension to tcl.,database
the corporative publishing system,corporative publishing system. a content management system for enterprise scale use  which needs to publish a large amount of content via web. the system is modeled to support a large development environment using modularized permission architeture.,database
the home library archive,categorize and keep track of your books by library of congress format. automatically add new information from the library of congress or amazon whenever you add a new book. plain output appearance  but robust functionality under the hood.,database
uam :: user admin of mysql,with this application the users of mysql with a very simple interface administer themselves. we will be able to create  to publish and to erase users and hosts associate to. the application this  at the moment  practically finished.,database
user manage,user manage is a module which could be included into any project.   created so developers can build applications with standard user authentication  and the ability to add extra functionality with drop in modules.,database
visual foxpro functions/class libary,visual foxpro libary:- small every-day-needs functions/classes/pictures,database
waterflea database maintenance tool,waterflea is a mysql database maintenance tool written in php. it provides a user-friendly front-end web-interface for easy database updating and maintenance. waterflea is easily deployable with mysql databases.,database
webad2k,webad2k is a free asp ad banner rotation system with many features.   it can use either a access or mssql or mysql database for the back-end data warehouse.,database
xdflengine - xml application server,full xml application server designed to build high performance applications based on xml technologies in no time. runs on win32 and unixes and includes database features (oracle  ms sqlserver  postgresql  mysql)  javascript  xslt   cryptography  ...,database
xls/loader,xls/loader is an easy to use  java based gui application that brings your excel worksheets  when structured as simple table  fast and easily in your rdbms (supports oracle  mysql  postgresql). requires at least jre5.,database
xorm,xorm is an extensible object-relational mapping layer for java applications.  it provides interface-based persistence to rdbmss using the java data objects (jdo) api while allowing developers to focus on the object model  not the physical layer.,database
xwrt,this project has been moved to https://github.com/inikep/xwrt  xwrt (xml-wrt) is a high-performance xml compressor (it also works with textual files). it transforms xml to more compressible form and uses zlib (default)  lzma  ppmd  or lpaq6 as back-end compressor. it is similar to xmill  but has many improvements.,database
xoops - comunidade portuguesa,development and documentation for the xoops project dedicated to the xoops portuguese community  as well as some components developed for the xoops project: http://sourceforge.net/projects/xoops/,database
xtreme jade,,database
zebraz - membership system,zebraz (pronounced "zebra zee") is a membership management system based on php and mysql for clubs or organizations but could also be used for other uses which require tracking of people  their contact information  groups they belong to and payments.,database
blastor,blastor is a microsoft access database used to blast  store and analyze multiple nucleotide and protein sequences. it has an easy-to-use graphical interface that allows users to perform blast operations and organize their data quickly and effectively.,database
bluebery,bluebery is an easy-to-use sql/php based content manager that provides php libraries and methods to use in your sites pages with which you can very easily access & print desired items  or an iteration of items that are stored through the bluebery web ui.,database
bond,bond is a rad (rapid application development) tool for creating database applications. it allows you to develop gui front ends to postgresql databases. it uses xml to define widget layout and how to obtain information from databases.,database
bytebizarre,mix and match readers and writers to eliminate those pesky data transformations problems!,database
clarion database reader,read clarion databases and dump data in csv format,database
cmdline,cmdline is a command line manager api. it is a simple and light alternative to gnu readline.,database
database modeling excel,a spreadsheet for designing databases,database
dbmap,the dbmap class allows the developer to read  browse  insert  update or delete table entries on a mysql database with a few lines of code. written in php.,database
dbre,dbre - is a system for asynchronous point-in-time databases replication. in addition  it can be used for a single transfusion of data between the dbms,database
ftpreadmin,ftpreadmin is a php5 based system for administrating a proftpd server's virtual users who are stored in mysql database. it supports new user creation  user  management  quotas and some user statistics.,database
hitop,hitop is an html preprocessor and website design tool.,database
incertr,incertitudes de mesures de la qualité de l'air (gaz et particules),database
itunesdbparser,this java project solves the problem of not being able to easily extract track and playlist information from the itunesdb. with a focus on ipod users this project extracts all information from the db and serializes it to xml.,database
jspmyadmin,jspmyadmin is a clone of the very popular phpmyadmin written in jsp. provides mysql database administration over www (create/delete/browse/key administration etc...).,database
libfb++,libfb++ is an open source project supporting c++ application developers with technologies for high-performance native firebird  interbase database access. all of the software is distributed under the lesser gnu public license (lgpl)  so you may use it,database
mysql-python,this is a python 3 module for mysql database connection. for now it is only developed for linux  but it may possibly compile for other posix oses.,database
ndb_watch,this utility is designed to notify you by email when something goes wrong with your mysql ndb cluster.,database
objsql,database access classes,database
pgvb,pgvb is a graphical front-end for administering a remote postgresql server from a win32 machine.  it is being written in visual basic.  current development status is pre-alpha.  a binary download is now available.  best results appear to be on windows n,database
postgresql-mingw-w64,documentation and releases about building postrgresql using mingw-w64,database
pybook,web-based (with desktop installation possible) application that helps keep track of and manage a book collection. working demo (read-only) here: http://www.fraca7.net:8000/books/. integration with an iphone version planned.,database
reportico_ci,reportico implementation for codeigniter,database
softorganiser,softorganiser is a simple emulation of a pocket organiser  with data shared by many users. it has a contacts page  schedules page which can be alarmed  and context-sensitive help. first thing i install on any new computer to this day to keep organised!,database
sqlitedbmanager,sqlite database manager,database
xbgtk - an xbase oo wrapper for gtk+,xbgtk - an xbase/harbour/xharbour object-oriented wrapper for using the gtk+ gui. this project has been deprecated in favour of https://github.com/tuffnatty/hbgi  an approach that uses gobject introspection for automatic bindings.,database
zxjdbc,zxjdbc implements the python database api version 2.0 in java.  it utilizes jdbc to provide database connectivity in jython.,database
archive system,a disc cataloging software to organize your disc/file collection. a cd/dvd library that finds all your necessary files (or open local files) at a glance without need to insert discs into the drive. this is a real fast disc/file collection organizer.,database
edicolapro: gestione edicola,software per la gestione di un'edicola attraverso una politica di collaborazione tra sviluppatori e utenti finali. edicolapro is an italian project which will help to manage a newspaper stand with a collaborative philosophy.,database
online-bilddatenbank pic2base,online-bilddatenbank  lampp-basiert,database
pjbs jdbc-php bridge,pjbs is a jdbc-php bridge. it can be used to access a jdbc data source from php.,database
phenotype cms,phenotype cms is a php/mysql/smarty based open source content management framework dedicated to serve two basic principles: easy editing & simple efficiency,database
sqlstress,this is a stress tool for oracle database  which can set the sql/function/procedure you want to be executed  and set the stress threads number and frequency. it will finally report the stress test result.,database
einklib,library application for e-ink android readers.,database
migrate4j,migrate4j strives to be java's answer to the db:migrate rake task in rails. while it isn't a replacement or clone  it does provide simple configuration  flexibility and ease of use in a database migration tool.,database
a dictionary for mobile phones,cornucopia is an offline dictionary for mobile phones/pdas and similar resource constrained devices. it works on anything that supports midp 1.0 (j2me) or above.,database
address management database,ams is an address management system consisting of a perl script and a configuration file for sql databases (msql  postgressql  mysql  ..). adresses can be searched  mantained and downloaded (csv  text-tab delimeted  latex table) from a server via browser,database
adele,adhoc data exploration - live & easy,database
bsbm tools,the bsbm (berlin sparql benchmark) suite for benchmarking rdf stores or rdb-2-rdf wrappers over the sparql protocol. pure rdbms benchmarking via sql is also possible. visit http://www4.wiwiss.fu-berlin.de/bizer/berlinsparqlbenchmark for more details.,database
biblios - a library manager,biblios is a web-based (for now) library manager. it uses mysql and php4. it needs just a web client.,database
blog oriented publishing,blog oriented publishing (bop) is a database-backed web content management system designed to offer users with limited privledges on their web server the benefits of a sophisticated cms.,database
consulta generica .net,sistema simples para conectar a um banco de dados qualquer e executar consultas. desenvolvido com o visual c# 2008 express. necessita do .net framework 3.5 sp1 que pode ser baixado gratuitamente do site da microsoft.,database
cubulus olap,olap aggregation engine with mdx support  web interface (slice & dice) and relational database backend. see "documentation" for more. presentation: http://cubulus.sourceforge.net/. see online demo courtesy of webfaction  http://alxtoth.webfactional.com,database
ddl::oracle,oracle dba's module for oracle 8i  8.0 and 7.3.  reverse engineers ddl for specified list of objects.  defrags entire tablespaces.  resizes tables/indexes to your standards. creates user x with privileges of y.  etc.  etc.  etc.,database
dvdthek,dvdthek is an application that manages a dvd film library or other media libraries like videos  disks or songs. coded in java language exclusively.,database
darkfall emulator,develop an emulated darkfall online server.,database
data tier generator,microsoft .net project that generates sql server 2000 scripts for stored procedures  and c# classes used to access those stored procedures.  the stored proecedures generated are as follows: insert  update  delete  select  selectbypk  selectbyfk,database
db object-er,db object-er is a code generation program.  it generates code for an application based on database contents.  it also includes basic sample templates for generating each tier of an application.,database
dbupdater,a customizable tool for version-aware deployment/upgrade of database schemas. it can be used with any dbms.,database
evdb,object document mapper for mongodb. it allows "schema" definitions for different document "types" and automatically creates new objects with the pre-defined properties. it allows inheritance  custom methods and casting of the defined schema types.,database
fastwork,fastwork  an installer of apache  mysql and php for windows specially made for php developers. if you plan to learn php or mysql why fastwork should install for you other great tools like phpmyadmin or phpbb?,database
flyhigh,configuration of gps flight devices  plan and analyze flights on google maps (incl. airspaces)  manage waypoints and store flights (flightbook). supported are all devices from flytec and brauniger. supported files: igc  openairspace  kml  wpt.,database
free-vote,a complete system for web based elections & consults. support for multiple  concurrent  fully programable elections  separate lists of voters  web based user/lists/vote admin  email feedback  etc,database
