aws-vpc-nat-gateway,create a vpc with public subnet & private subnet at amazon web services aws and enable nat gateway for private subnet,cloud development system ec2 vpc networking aws
sensu,installs and configures sensu monitoring.   sensuapp.org/,system monitoring
vim-machine,this role installs and configures vim,texteditor vim
vim-machine,this role installs and configures vim,texteditor vim
letsencrypt,ansible galaxy role to install letsencrypt.sh bash client,security system web networking letsencrypt ssl
tomcat-8,an ansible role to install tomcat 8 on debian based distributions.,tomcat
apf-firewall,installs and configures apf firewall (advanced policy firewall),security system
ferm,ansible role to manage iptables rules with ferm,networking
php5-nginx,bridging role to use php 5 with nginx using php-fpm,system web
project-module,deploy helper module for building (capistrano like) deploy roles,web
ansible,role to install ansible,automation cm ansible
common-packages,role to manage common packages on remote,system packages
hosts,role to manage hosts file,system hostsfile
motd,role to manage motd,motd system
nginx,role to install nginx,nginx webserver
supervisor,role to install supervisor,system supervisor
haproxy,install and configure haproxy,cloud loadbalancer system network
nzbtomedia,configure nzbtomedia script,system htpc
kodi-mysql,configure and install mysql database for kodi,system htpc
jenkins-extra,extra jenkins config like create job credentials, set aws credential profile, copy ssh keys,ci jenkins
jenkins,install and configure jenkins ci server,ci jenkins
sphinxsearch,role installs and configure sphinxsearch.,apt
eclipse-director,provides an 'eclipse' ansible module that wraps the eclipse director application, for installing or uninstalling eclipse feature groups,development
postgresql,install postgresql server,development
utils,installs some must-have utilities. have several lists inside, so you can disable anything you want.,debug system protection monitoring packages utilities epel network
ohmyzsh_plbk,ansible role to install and configure oh-my-zsh on both apt and yum based distros.,development
unison,installs and configures unison,development unison
ipv6-support,enables/disables ipv6 support on debian-based systems.,system networking
ubuntuphpfpm7,['ubuntu install php7-fpm'],php
installwordpress,['install wordpress'],wordpress php
hostname,this role will set hostname on any host with the name of host inventory name. updates hosts file too.,settings hostname system configuration hostfile setup net config setting
zabbix-server,stands up zabbix 3.0.0 (server) with mariadb on rhel/centos,zabbix zabbix3
zabbix-agent,stands up zabbix 3.0.0 (agent) on rhel/centos,zabbix zabbix3
import-and-trust-certificate,ansible role to import pem certificates so that they are always trusted on osx. part of klarna's setup when using superlumic.,system
python-requirements,ansible role for python-requirements,development osx alpine
eclipse-ccw,ansible role to install counterclockwise (clojure plugin for eclipse),development
eclipse-m2e-dependency,ansible role to install m2e connector for the maven dependency plugin,development
eclipse-moreunit,ansible role to install moreunit for java,development
ansible-deployment,,
volume,,system
sickrage,deploy sickrage, an automatic video library manager for tv shows.,cloud database web networking
zfs,installs and configures zfs on linux ( zfsonlinux.org/),system
selenium,set up selenium and firefox for running selenium tests.,web
zookeeper,installs apache zookeeper,
nginx,nginx ansible role used by temelio company,system web
python_deps,ansible role to install python dependencies for various python versions,development packaging
mariadb,sql server relational database engine by using a mariadb,mariadb database
bridging,create a bridge interface,networking bridging
ezsolr,solr server for (for ez publish) debian/ubuntu/redhat/centos.,web
logdna,the easiest cloud log management system you will ever use.,logging
cron,ansible role to manage crontab,system crontab
sails,ansible role for installing and optionally lifting sails,sails nodejs
bas-systems-inventory,integrates hosts with bas systems inventory,system
ircd,simple playbook to deploy an irc server,server installer web chat irc ircd
sonarr,deploy sonarr, a mart pvr for newsgroup and bittorrent users,cloud download sonarr system entertainment web nzb usenet dashboard
docker-kibana,ansible role to install kibana docker container.,ubuntu kibana monitoring docker
ansible-bigdata,playbook for boostratping big data env.,bigdata
mariadb-galera,stands up mariadb 10.1.11 (and galera) on rhel/centos,mariadb galera
common,for conveniently describing miscellaneous tasks/settings (eg. bash aliases, apt packages, etc.) that make it easier to get around a development/server box.,system
golang,installs golang from source, sets up the necessary development environment, and grabs the specified packages.,development
locales,installs the specified locales and language packs.,system
mongodb,installs the latest version of mongodb from the 10gen ppa.,database nosql
postgres,installs/configures the specified version of postgresql and creates the specified list of databases.,database sql
rabbitmq,installs rabbitmq server, adds admin user and removes guest user,database networking nosql
upstart,adds an upstart service.,system
collectd,ansible role to install and setup collectd,system monitoring
nodejs,javascript runtime by node.js,nodejs javascript
bas-web-applications-team,configures a machine with bas web & applications team specific conventions,system
rspamd,configure rspamd packages,system packaging
phoenix_framework,phoenix framework,phoenix elixir framework erlang
docker,provision a docker plattform on your host,virtualbox docker
git,deploy git client from source (let you choose the version, require build tools),development git system
hostname,,
install-epel,,
repos-install-epel,,
protobuf,,
icinga2-client,stands up an icinga2 client on rhel/centos,icinga2
sensu-server,stands up a sensu server on rhel/centos,sensu
docker-install,installs latest docker from docker.io,development system
influxdb,basic install and configure of influxdb, a time-series database,database system clustering monitoring nosql
epel,sets up the epel repo on rhel/centos,epel
mapr_mesos_master,,
mesosphere,,
mapr_myriad,,
enable-standard-cronjobs,this role removes the .disabled extension that hosting companys sometimes adds to default cronjobs to disable them and save cpu cycles. these cronjobs generally exist for a reason and should be run if there is no reason against it.,cronjobs system cronjob
virtualbox,ansible role for virtualbox,development osx
shinken-server,stands up shinken on rhel/centos,shinken
elrepo,sets up the elrepo repo on rhel/centos,elrepo
galaxy_ubuntu_laptop,installs packages on ubuntu,system packaging
galaxy_ubuntu_hopper,installs hopper disassembler on ubuntu,system packaging
galaxy_deb_ossec-hids,installs ossec-hids on ubuntu,system packaging
deb_atom,installs atom editor on ubuntu,system packaging
deb_ossec-hids,installs ossec-hids on ubuntu,system packaging
ubuntu_hopper,installs hopper disassembler on ubuntu,system packaging
ubuntu_sunjava,installs sun java on ubuntu,system packaging
nginx,this role will install and configure nginx web server on desired host.,proxy system nginx web net webserver network
interfaces,this role will set local interfaces configuration on any host, input variable can be placed in inventory. including routes.,routes interfaces system configuration web setup config network
grafana,installs and configures grafana,monitoring
ntpd,install and configure ntpd on a target host.,system ntp
centos7-php,instann php56w-fpm, php56w-cli, php56w-common, php56w-gd, php56w-mbstring, php56w-mcrypt, php56w-mysql, php56w-opcache, php56w-pdo, php56w-xml,drupal php
docker-influxdb,ansible role to install docker influxdb,influxdb monitoring docker
elasticsearch_dev,a role to install elasticsearch on development machines.,development
xtreemfs,stands up xtreemfs on rhel/centos,xtreemfs
docker,an ansible role for installing docker on ubuntu.,cloud system
ceph-fetch-keys,fetches ceph keys from monitors.,system
nfs,nfs installation for linux.,system
redis,ansible role to install redis,system
varnish,ansible role to install varnish,system
lxc-webpanel,an ansible role for installing lxc-web-panel.,system
eucalyptus-nc,install eucalyptus nc,cloud ec2
install-docker,install docker on ubuntu/debian,cloud development system packaging
fish,fish - the friendly interactive shell,system
eucalyptus-walrus,ansible role to install eucalyptus walrus,cloud ec2
dosomething-dev,development and testing suite for dosomething.org website,system
tc-samba,install and configure tinycore samba server,development
perlbrew-docker-image,build docker image with perlbrew, a requested perl version, cpanm and modules,development web
postgresql,installs postgresql,database sql
openssh,installs and configures openssh,system
preseed,provide debian preseed configuration files over http,bootstrapping system installation bootstrap deployment
iptables,installs and configures iptables.,networking
nginx-common,(an ansible role) common configuration for nginx,system
consul,installs and configures consul,system
zabbix,installs and configures zabbix agent,monitoring
security,ansible role for handling security-related tasks at the operating system-level.,development system
mercurial,installs mercurial,development
vagrant-wheezy-box,use git@github.com:dotzero/vagrant-debian-wheezy-64.git,system
python3,ansible role for installing a python 3.x version from source.,development system
jenkins,jenkins master & plugins,development
nvm,install nvm and node.js.,development web packaging
lets-chat,ansible-deploy scripts for lets-chat made in toronto,database system networking nosql
papertrail,installs and configures remote_syslog to report specific logfiles to papertrail,system application monitoring
unicorn-upstart,installs unicorn globally and copies an upstart script for unicorn,system application
denyhosts,manage denyhosts,cloud system
sonar,ansible role to install sonarqube, the code quality tool,development
ruby,use this role to install ruby from source in /usr/local/ on debian based systems. after installing ruby it will also install bundler, so users of the system can install their dependencies in a local bundler directory.,system packaging
most,the roles installs most on debian & redhat system and configure it as default pager.,system
sbt-extras,ansible script to automate installation of sbt-extras,development system
rtorrent,installs and configures rtorrent,networking packaging
remi,install remi repositry,packaging
oracle-jvm,ansible oracle jvm for debian and ubuntu using webupd8team ppa,development system packaging
webgoat,webgoat - a deliberately insecure javaee application to teach application security,development
bootstrap,ansible role to perform some basic setup to execute other ansible roles.,system
aws-overseer,scheduled starting and stopping of ec2 instances with cron jobs.,cloud ec2
logstash,ansible role to install logstash.,system monitoring
rippled,rippled role,packaging
nginx,ansible role for installing, configuring and administering nginx instances and sites.,development web
ovs-bridges,create ovs bridges and add interface to it,cloud system networking
deploy,ansible role to deploy scripting applications like php, python, ruby, etc. in a capistrano style,cloud web
install_ansible,installs ansible on cygwin, ubuntu, and mac os x (darwin) using package managers.,system
splunkforwarder,deploy splunkforwarder on rhel6 hosts,system monitoring
stunnel,stunnel role,system web
jitsi,jitsi dev env,development
zsh,zsh installation role,development
magerun,magerun (magento taskrunner) for linux,development web
mosh,remote terminal application that allows roaming, supports intermittent connectivity, and provides intelligent local echo and line editing of user keystrokes.,system
install_ansible_node,sets up dependencies for ansible nodes,system
plone_jenkins_node,jenkins ci node,development
ruby,ruby installation for linux.,development web
iojs-debian,setup io.js with repository from nodesource,development system
silversearcher,the silver searcher - a code searching tool similar to ack, with a focus on speed.,development
zeromq,zeromq - low-level networking library for building connected software.,development networking
jenkins,jenkins ci,development packaging
redmine-ansible,install redmine why an admin user on an ubuntu trusty behond an apache2 reverse proxy (https),development web
wordpress,installs wordpress on a redhat based distribution (rhel/centos, fedora),web
kibana,kibana - designed to take data from any source and search, analyze, and visualize it in real time.,development system
openresty,configures and installs openresty,development web networking
ruby-rbenv,(an ansible role) install ruby using rbenv,system
pgbuildfarm_member,postgresql buildfarm member management,database development monitoring sql
supervisord,install and start supervisord,system
duplicity,set up the latest version of duplicity in ubuntu systems,system
selfsign,easily generate self signed certificates.,development system web networking
iojs,ansible role for installing the io.js runtime environment.,development web
tftp,installs and configures a tftp (trivial file transfer protocol) server on rhel/centos 7,networking
common,installs and configures the common applications on debian, elementary os, ubuntu, & os x.,system monitoring
hdfs,an ansible role for installing cloudera hdfs,web
sinopia,sinopia npm registry,development web
watchtower,installs watchtower cloud incident management,cloud monitoring
firewalld,base role for firewalld,system
duply-backup,set up duplicity backups using duply in debian-like systems,system
nvm,nvm installation role,development
rvm,the official rvm role to install and manage your ruby versions.,development web
brightbox_ruby,install ruby with brightbox ppa,development system
nodejs,node.js is a platform built on chrome's javascript runtime for easily building fast, scalable network applications.,development
buildpack-deps-curl,curl,system
coreos-cloudinit,cloud-config for coreos,cloud system
phpvirtualbox,a role for installing phpvirtualbox,development web
consul,consul is a tool for service discovery and configuration. consul is distributed, highly available, and extremely scalable.,system clustering monitoring
redis,redis is an open source, bsd licensed, advanced key-value cache and store. it is often referred to as a data structure server since keys can contain strings, hashes, lists, sets, sorted sets, bitmaps and hyperloglogs.,database nosql
docker,docker is an open platform for developers and sysadmins of distributed applications.,system
docker,docker is an open platform for developers and sysadmins of distributed applications.,system
kibana,kibana - designed to take data from any source and search, analyze, and visualize it in real time.,system web
logstash,logstash - collect, parse, and enrich data,system
rustlang,ansible role for installing the rust compiler.,development
rollback,ansible role to rollback applications heavily inspired by ansistrano,cloud web
php5-ansible,small role to install php5,development web
squid,squid - a caching proxy for the web supporting http, https, ftp, and more.,networking
redis,dosomething.org redis server,system
vagrant,dosomething.org platform vagrant role,system
influxdb,an open-source, distributed, time series database with no external dependencies.,monitoring
taiga,a fantastic agile project management tool that assists your process instead of altering it.,web
fluentd,really simple management of data collection from logs or scripts. installation from gem.,monitoring
sumocollector,ansible role to instal sumologic sumocollector,monitoring
monit,monit is a small open source utility for managing and monitoring unix systems. monit conducts automatic maintenance and repair and can execute meaningful causal actions in error situations.,system
riofs,riofs is an userspace filesystem for amazon s3 buckets for servers.,cloud system ec2 networking
robot-sweatshop,continuous integration without pet servers or the jvm.,development system
s3ql,s3ql is a file system that stores all its data online using storage services like google storage, amazon s3, or openstack.,cloud system ec2 networking
tmate,tmate is a fork of tmux. it provides an instant pairing solution.,system
tokumx,tokumx is a high-performance drop-in replacement for mongodb.,database nosql
upstart,upstart is an event-based replacement for the /sbin/init daemon which handles starting of tasks and services during boot, stopping them during shutdown and supervising them while the system is running.,system monitoring
lxd,installs lxd,system
pacman,configures pacman packages.,system packaging
nmap,installs nmap; an open source port scanner.,system
redis,install and manage redis servers,database nosql
strongswan-server,strongswan role,networking
mc2xml,installs and configures mc2xml,system
logrotate,role to configure logrotate.,cloud system web
jenkins-ansible,small ansible role designed to install jenkins on an ubuntu server behind an apache2 reverse proxy,development web
mydumper-backup,perform backups using mydumper,database system web
redshift,redshift installation role,development
tvheadend,installs and configures tvheadend.,system
docker,install docker,development
searchblox,installs searchblox,web
tools,install default tools,system
elasticsearch,installs latest 1.5 elasticsearch,database
nodejs,installs nodejs from source on centos 7,development
php-pecl,php pecl extension installation.,development web
piwik,prepare your server and install piwik,system web
newrole,create an ansible scaffold for a new role,development packaging
hdhomerun,installs hd homerun drivers.,system
deploy-sx,deploy an sx storage cluster,cloud clustering
elasticsearch,elasticsearch role for ansible (managed installation and configuration) support centos mainly,cloud database development nosql
backup,install backup gem and provide basic setup,system
files,manages file on remote host,system
rstudio_server,configure rstudio server, an integrated development environment for r,web
clock,ansible role to configure system clock,system
apache2,ansible role to install and configure apache2,system web
lattice,configure lattice,cloud clustering
haproxy-multi,haproxy multi-configurations role,web
base,base packages for ubuntu 14.04,system
composer,composer for ubuntu 14.04,development system web packaging
git,git for ubuntu 14.04,development system packaging
nginx,nginx http server for ubuntu 14.04,web
collectd,installs collectd and, optionally, collectd-web on rhel/centos 7,networking monitoring
nodejs,installs nodejs,development web
logstash,role to manage logstash,monitoring
vertica,installs vertica.,database
common,ansible role for some basic setup tasks,system networking packaging
redis,ansible role for installing redis,database web nosql
haproxy,set up the latest version of haproxy in ubuntu systems,system web clustering networking
python,installs minimal python 2.7.8 + setuptools + pip (from source) on centos 6.5,development web
php-cli,php cli for ubuntu 14.04,development system
php-fpm,php fpm for ubuntu 14.04,development web
swap,swap for ubuntu 14.04,system
time,timezone and ntp for ubuntu 14.04,system
upgrade,upgrades for ubuntu 14.04,system
docker,installs docker,system
midonet-repos,midonet oss repositories,cloud networking
aptly,install aptly debian respository manager and enable the rest api,packaging
openvzmod,contains modules to manage openvz containers,system
haproxy,the reliable, high performance tcp/http load balancer,web
varnish,varnish cache, the high-performance http accelerator.,web
varnish,varnish cache, the high-performance http accelerator.,web
apache,apache 2.x for debian/ubuntu.,web
mysql,mysql for debian/ubuntu.,web
lamp,lamp for debian/ubuntu.,web
blue-green,blue-green deployment check playbook,web
haproxy-blue-green,haproxy blue-green deployments using backend switching,web
s3cmd,s3cmd ansible role,cloud
vim,vim role for osx and linux,development
rhn-rhosp,registers to red hat network and enables repositories of rhosp,packaging
node-nvm-ansible,install nodejs via nvm (node version manager) for a list of users,development
slack,send slack notifications from playbooks.,development
autodeploy,simple deployment tool,development
rust,installs rust,development
opendaylight,ansible role for the opendaylight sdn controller,cloud development clustering networking
tmux,installs tmux,system
aws-infrastructure,aws-infrastructure builds out things according to seemingly arbitrary conventions. they probably make sense, in the appropriate context.,cloud
redis,installs and configures redis,database nosql
raspi-config,sets up basic configuration for a headless raspberry pi raspbian server.,development system
newrelic-php,new relic php agent role / application monitoring for rhel/centos, ubuntu, debian,monitoring
sonar-runner,sonar runner for linux,development monitoring
confluence,installs confluence,development
service_psad,setup the port scan attack detector.,system
gocd_agent,install the go continuous delivery agent.,development
ghost,manage ghost (installation, configuration),web
nginx-unicorn,nginx installation with unicorn integration,system web
ghost,role for installing ghost, a blogging platform.,web
zookeeper,zookeeper cluster role for midonet deployments.,cloud database
haproxy,haproxy installation for single app with good ssl rating,system web
nginx_vhost_undefined,allow nginx to silently block http requests when a host header is not present,security nginx
neo4j,install neo4j for specific user,database nosql
webmin,webmin installation for red hat/centos.,development web
openstack-neutron_server,openstack neutron server installation - ansible role,cloud
attic,an ansible role for installing and configuring attic.,system
openstack-nova_api,openstack nova api service installation - ansible role,cloud
openstack-nova_compute,openstack nova compute service installation - ansible role,cloud
openstack-keystone,openstack keystone identity service installation - ansible role,cloud
plone_server,provisions plone server,web
byobu,role to install byobu,system
wordpress,setup wordpress,web packaging
ruby,ruby for ubuntu 14.04,development system web
snmpd,install and configure snmp service,system networking monitoring
openvpn-2fa,install and setup openvpn with 2fa using google authenticator.,networking
base,setup base,system
gobuild,builds go lang projects,development packaging
freetds,an ansible role for installing freetds.,
plenv,install plenv,development
import_pgp_public_keys,simple role to import openpgp public keys by key fingerprint.,security system encryption pgp gpg
celery,celery deployment,web
linuxmuster_net-client-epoptes_via_postsync,prepare a linuxmuster.net client for usage with epoptes.,epoptes school students
newrelic,newrelic debian/ubuntu/redhat/centos.,web
openjdk,installs openjdk java from the openjdk ppa and applies the specified configuration.,development
sbt,ansible role for installing sbt.,development
influxdb,install influxdb 0.9,database nosql
grafana2,grafana v2.x role (rhel/centos),monitoring
redis,redis server installation,system
elixir,installs erlang and elixir from erlang repositories,system
composer,composer installation,development packaging
mitmproxy,mitmproxy installation,development networking monitoring
npm,npm installation,development packaging
buildnode,build node configuration,system
gogs,gogs server,development system web
jenkins,jenkins ci server,development system web
grunt,grunt installation,development
varnish-wordpress,install varnish for wordpress,web
apache,apache deployment,web
nginx,nginx is an http and reverse proxy server, a mail proxy server, and a generic tcp proxy server.,web
php-fpm,ansible role for installing and configuring php-fpm,web
rvm_ignore_gemsets,role to ignore gemsets,development system
unicorn-rvm,unicorn installation with rvm and multiple application support,system web
apache,apache 2.x for redhat/centos/debian/ubuntu.,web
jpegoptim,installs jpegoptim from sources,development system
ssh-keys,manage ssh public key authentication (public / private / authorized keys and known hosts) in debian-like systems,system networking
loggly,configures loggly for an application,cloud system
newrelic-php,new relic php agent,system web monitoring
common,ansible role,cloud system web
linux-nolioagent,ansible role to install the ca ra nolio agent (on linux).,system
run-docker-registry,run docker registry locally,cloud development system packaging
cassandra,cassandra deployment,web
rails_eye,ansible role to load config for eye and to restart all the jobs,web
nightly_security_update_yum,a role to install cronjob to automatically run security updates,system
nodejs-app,deploy nodejs applications.,web
bashalias,role to add bash aliases for all users,system
zabbix-agent,role for deploy zabbix agent.,monitoring
docker_dropbox,role to add a docker container with a dropbox deamon,web
aws_cli,install aws cli,system
ssl-certificate,generates ssl certificates,system
erlang,install erlang,system
logstash-forwarder,install logstash forwarder,system
nginx,install nginx,system
redis,install redis,database nosql
nodejs,install nodejs,system
varnish,install varnish,system
docker-for-ubuntu-role,docker-for-ubuntu described in 1 sentence...,docker
bash_command,run any bash command as a role,development system
dstat,dstat ansible role for ansible galaxy,system
supervisor,a role for creating supervisor tasks,cloud development system web packaging
git,install and set up git package for centos/debian/ubuntu and osx if brew available.,development system
prezto,install prezto for zsh.,system
python-monasca-events,installs python monasca events,system clustering
repo_squeeze_lts,install lts repository on debian squeeze.,packaging
mongodb,ansible role for mongodb installation on a debian machine.,database nosql
apache2,installs apache2,web
ansible-burrow,an ansible role for installing burrow by linkedin.,cloud system clustering
nginx,install and configure nginx from source, supports a large number of optional modules including passenger and geoip,web
cryptsetup,install cryptsetup package and manage lvm volumes on crypted device.,system
oh-my-zsh,installs and configures oh-my-zsh.,system
base,base server configuration and set up,system
hardening,ansible role to secure a server,system
solr,an ansible role to install solr,web
msmtp,set up msmtp mail transport agent,system
graphite,graphite,system web networking
phoenix-app,deploy elixir phoenix applications using ansible,web
cntlm,manage cntlm installation,system
virtualbox,set up virtualbox in debian-like systems,development system networking
rbenv,deploy rbenv (locally for the user),development system web
pycharm,set up pycharm,development system
mongodb,mongodb is a document-oriented database.,database nosql
jumpcloud,install jumpcloud ( jumpcloud.com) active directory and ldap agent,networking monitoring authentication
rvm,rvm and ruby installation,development
phoenix,set up an elixir application.,web
virtualenv,set up (the latest version of) virtualenv(wrapper) in debian-like systems,development system packaging
aws-infrastructure,aws-infrastructure builds out things according to seemingly arbitrary conventions. they probably make sense, in the appropriate context.,cloud
pm2,pm2 installation,development
git,install git ( git-scm.com/) in a cross-platform way,networking packaging
packer-io,set up packer by hashicorp in debian-like systems,cloud development system packaging
mysql,install and configure mysql or mariadb or percona server on debian,mariadb replication database percona debian mysql packaging sql
lvm,configure logical volume manager (lvm),system
artifactory,install artifactory, the worldâs most advanced repository manager.,development
iscsi,manage iscsi initiator configuration,system
oh-my-zsh,install zsh and oh-my-zsh config,system
mariadb,mariadb - an enhanced, drop-in replacement for mysql.,database sql
luigi-server,luigi central scheduler,system
supervisor,ansible role for supervisor,system
php-56-cli,set up php 5.6 cli in ubuntu systems,system web
ansistrano-symfony-deploy,common post-deploy tasks for symfony projects,symfony web
redis,highly configurable role to install redis and redis sentinel from source,database nosql
dataloop-agent,install the dataloop agent,monitoring
owasp-wte,a role for installing owasp-wte,system
modman,modularized mageto module deployment,web
koji-kojira,installs koji's koji-builder for redhat,development system packaging
koji-db,configures db for koji,development system packaging
koji-ca,installs koji's koji-builder for redhat,development system packaging
koji-hub,installs and configures koji's koji-hub,development system packaging
ocs,ocsinventory-agent >=2.1 role,monitoring
data-science-toolkit,data-science toolkit,development
apt,ensures that apt cache is up to date and sets up unattended updates.,system
skeleton-service,install skeleton service, a sample microservice implemented in java with dropwizard.,development
timezone,configure timezone,system
antigen_zsh,install zsh and antigen,system
init_user,set up first user on a new node,system
supervisor,install and run supervisord as any user, requires virtualenv,web monitoring
imagemagick,imagemagick for linux,web
aberdeencloud-cli,aberdeencloud cli for linux & os x,development web
panos,automation of palo alto networks pan-os ngfws,networking
copy,simple role to copy files from the ansible controller to target systems.,file system copy
http2,builds and installs several bleeding edge http/2 compliant tools from git repositories,development system web
celery,celery installer,system
phpmemcachedadmin,set up phpmemcachedadmin (memcached server admin in php for monitoring and debugging),database system web nosql
win_reboot,a role to manage reboots on windows nodes. the role will first check for pending reboots, and the (optionally) perform a reboot on the nodes that need it. playbook execution will halt until the node is back online (tested by accessing the winrm webserv...,system packaging
java,ansible playbook to install the official oracle jre/jdk.,system
mongodb,installs mongodb role,database nosql
rundeck,installs rundeck role,development system
dnsmasq,installs and configures dnsmasq,system networking
grafana,installs grafana role,system monitoring
redis,installs redis,database nosql
haproxy,installs haproxy role (glusterfs support included),networking
keepalived,installs keepalived role (glusterfs support included),networking
osx-nginx,nginx for mac os x via homebrew,development system packaging
barman,tasks for postgresql barman,database sql
mariadb-mysql,installs mariadb mysql role (configurable and cacti monitoring options),database sql
jenkins,installs and configures jenkins ci  jenkins-ci.org/,development
ntp,installs and configures ntp role (ability to configure internal master ntp servers and configure ntp clients to poll internally included.),system networking
hosts,an ansible role for managing the hosts file (`/etc/hosts`).,system networking
ssh-secure,provides secure ssh-client and ssh-server configurations,system networking
java8-oracle,java8 from oracle, using the webupd8 ppa,development system
mysql,installs mysql role (configurable and cacti monitoring options),database sql
tuna,enable tuna tsinghua mirror as ansible role,packaging
squid,installs squid proxy (configurable and cache peering, haproxy, keepalived ready),web networking
rsyslog,my rsyslog configuration. reconfigures log format, log location and logrotate.,security system logging logcheck
trigger,sends commands to network devices using the trigger framework.,networking
make-package,centos utility role to install a package from a tarball,system
mycli,a terminal client for mysql with autocompletion and syntax highlighting.,database
logstash,installs logstash role,system monitoring
elk-es,installs elk stack role (elk-es),system monitoring
fastd,installs fastd,networking
rancid-git,installs rancid (really awesome new cisco config differ) - configurable (git enabled),system networking
hygieia-ui,download and install hygieia ui,monitoring
hygieia-api,download and install hygieia api,monitoring
gvm,manage your groovy ecosystem with gvm (  gvmtool.net ),development system web packaging
divert,simple role for package management aware renaming of files.,system divert rename dpkg
elk-pre-processor,installs elk stack role (elk-pre-processor),system monitoring
elkstack,downloads all roles required to build a complete elk-stack.,system monitoring
apt-cacher-ng,installs apt-cacher-ng  www.unix-ag.uni-kl.de/~bloch/acng/ (client/server configurations),system packaging
mysql,set up a mysql database,database
docker-machine,installs and configures docker-machine,development system
haproxy,the reliable, high performance tcp/http load balancer,web
mariadb-galera-cluster,an ansible role to install/configure mariadb galera cluster  mariadb.org/ (configurable options (clustering and cacti monitoring ready)),database sql
supervisor,ansible role for supervisor,system monitoring
change-hostname,changes the hostname on a node to match the inventory hostname.,system
h2o,install h2o,system web networking
fluentd,really simple management of data collection from logs or scripts. installation from gem.,monitoring
redis,redis is an open source, bsd licensed, advanced key-value cache and store. it is often referred to as a data structure server since keys can contain strings, hashes, lists, sets, sorted sets, bitmaps and hyperloglogs.,database nosql
autodeploy,simple deployment tool,development
isc-dhcp,an ansible role to install/configure isc-dhcp server(s)  www.isc.org/downloads/dhcp/ (configurable options...failover and load balancing ready),system networking
memcached,installs memcached  memcached.org/,system web
nagios,installs nagios  www.nagios.org/,system monitoring
2,role 2 (dependency chain testing),development
4,role 1 (dependency chain testing),development
jenkins,jenkins ci,development packaging
config-interfaces,configures network interfaces for either static, dhcp or manual. ability to create vlan, bond and bridge interfaces as well.,system networking
librenms,install librenms, an open source network monitoring system,system networking monitoring
liferay,ansible role to install and configure liferay,web
biicode,playbook to install and configure biicode.,development
pdi,pentaho pdi role,cloud database web
redis,redis for debian,database nosql
user,a role for managing users.,system user
raspi-information-radiator,an ansible role for configuring a raspberry pi as an information radiator.,system web
debug-variable,a role for debugging ansible variables.,development debug system variable
phpstorm,set up phpstorm,development system
synchronize,simple role to synchronize files/directories from the ansible controller to target systems.,system
liferay-balancer-apache,configures apache as ajp load balancer,web clustering
docker,install and configure docker.,system
glusterfs,installs glusterfs  www.gluster.org/ (configures and creates cluster),system clustering
alfred-json,installs alfred-json,networking monitoring
galaxy-tools,automate installation of tools into galaxy.,system
packages,ansible role to install packages,packaging
autossh-tunnel-server,set up a persistent tunnel (using autossh) in debian-like systems (server side),system networking
baptism,a server needs a unique name - even if service, ips and etc. change it should be possibile to identify it troughout its life time,system networking
locales,install and configure locales on your systems.,system
s3-website,because it shouldn't take more than 30 seconds to host a static site,web
bootstrap-ubuntu,bootstrap for ubuntu server,system
debug,a role for managing a debug user, debug tools and debugging ansible variables.,development variables debug system debugging user
camo,camo nodejs app for systemd platforms,cloud web
tinc,configure tinc mesh vpn network,system networking
openvpn,installs and configures openvpn client,system
aws-hostname,sets the hostname of a box,system
git-debian-lucid,git version control software,development system
drush-debian-lucid,drush - command line shell for drupal,development web
php,php for redhat/centos/debian/ubuntu.,development web
mongodb-replicator,manage mongodb with authentication and replica sets,database nosql
apache,apache 2.x for redhat/centos/debian/ubuntu.,web
fabric,configure fabric,development
ssh_known_hosts,manage /etc/ssh/ssh_known_hosts,development system
manage_users,manage unix users and keys,system
exim,exim installation for linux.,system mail
redis3,install redis 3,database nosql
sftp,setup chrooted sftp service on top of openssh,system networking
ifupdown,manage network interface configuration in /etc/network/interfaces,system networking
coturn,install and configure coturn.,system networking
dhcp,ansible role for setting up isc dhcpd.,system networking
docker,installs docker-engine on ubuntu lts or debian stable,system
docker,install and confiure docker,development system
brightbox-ruby-debian-lucid,install brightbox ruby for debian lucid,development system
jmeter,a role for installing jmeter,development
tomcat,deploy java and tomcat with ansible,development web packaging
git-code-pull,ansible role to pull a git repo,cloud system
percona-server,set up percona-server server in debian-like systems,database system sql
apache,an open-source http server for modern operating systems,web
cloudfront,provision and configure aws cloudfront distributions,cloud aws
linux_updater,updates all packages for most linux distributions,system packaging
time,set timezone and ensure ntp is running,system
packages,install packages,packaging
unattended-upgrades,configure unattended upgrades,system
mysql-client,install mysql client and development libraries,database development sql
minecraft,provision a vanilla minecraft server,system
docker,install docker on ubuntu,cloud system packaging
vindaloo,vindaloo - resource inventory system,database development system clustering nosql
rvm-prerequisites,install prerequisites required by rvm,development
grub,manage grub configuration,system
rstudio,set up (the latest version of) rstudio (ide) in debian-like systems,development system
rpi_mini,the role for making original raspbian installetion as minimal as possible. this is auxiliary role for mpd_rpi one.,system
aws-infrastructure,aws-infrastructure builds out things according to seemingly arbitrary conventions. they probably make sense, in the appropriate context.,cloud
lemp,lemp stack for rhel/centos and debian/ubuntu,web
